main.temp
271.83
271.15
270.07
269.24
268.51
268.09
268.44
269.47
271.25
272.65
273.88
275.22
276.09
276.31
275.58
274.3
272.42
271.6
270.96
270.64
276.54
272.64
274.07
274.47
283.51
283.45
283.1
282.1
281.0
279.24
276.78
274.67
271.53
268.44
266.22
266.29
266.65
267.12
267.64
268.15
268.72
269.29
269.77
281.0
278.55
274.2
274.39
273.38
285.8
285.6
286.92
286.31
286.84
285.64
283.75
281.24
277.86
284.17
274.46
270.6
270.46
270.55
270.87
271.84
272.3
272.75
272.23
270.69
284.08
280.48
280.37
280.37
279.46
283.08
283.48
284.35
284.21
283.58
283.37
282.71
281.38
280.28
279.45
279.13
278.78
279.02
279.6
279.21
279.16
279.01
279.81
280.07
279.89
279.96
283.01
283.03
291.09
287.43
288.55
282.88
282.48
295.37
297.35
298.04
297.68
297.48
296.54
295.38
293.43
290.53
286.26
283.8
282.5
282.0
282.0
282.62
282.11
282.23
282.54
288.04
284.88
284.94
285.14
285.54
286.08
286.77
284.06
284.02
288.32
284.77
298.34
296.48
299.63
295.12
294.14
291.22
290.61
300.58
299.83
298.67
296.97
294.87
292.0
300.29
290.94
290.85
291.24
291.32
290.82
288.38
287.56
286.87
285.86
287.21
288.9
290.54
292.67
294.86
297.19
296.49
297.05
296.63
295.9
294.8
293.72
291.34
287.28
286.76
289.41
288.98
287.54
286.64
284.82
283.33
283.67
284.57
283.86
284.24
284.28
284.92
285.84
286.4
292.18
294.61
294.55
294.58
286.73
287.35
288.31
290.61
293.24
294.95
286.61
286.63
287.2
287.73
287.35
287.2
287.06
287.03
286.61
286.71
287.32
290.49
293.3
287.32
289.74
295.14
296.09
297.2
296.54
297.11
296.16
295.51
294.92
292.81
287.52
283.16
282.57
282.41
282.78
283.28
282.76
283.36
285.11
282.97
283.36
284.54
286.16
281.68
282.57
282.97
284.48
284.82
287.03
289.38
290.24
290.14
289.0
283.89
289.14
285.0
289.13
287.77
286.77
283.27
276.71
279.28
277.01
275.28
275.45
276.04
281.4
277.99
279.13
288.75
279.79
278.74
286.74
280.87
278.65
280.03
281.36
280.79
285.15
291.16
292.2
292.17
291.66
290.44
289.4
287.53
282.61
276.18
274.34
274.87
275.18
275.55
275.91
276.1
277.09
277.74
289.27
286.83
279.58
283.08
284.1
282.14
288.65
289.12
289.3
289.72
289.45
290.31
289.35
290.94
290.13
287.2
285.35
285.17
284.17
283.66
288.94
289.49
280.92
280.57
280.88
280.6
280.68
280.53
280.89
281.9
290.96
290.8
296.78
296.89
296.17
294.64
292.74
289.84
296.56
287.79
288.73
289.5
290.42
290.55
290.49
290.66
288.24
290.15
297.14
294.14
296.14
287.14
290.14
292.14
284.12
281.04
278.49
277.62
276.78
276.33
275.88
275.97
279.1
277.91
279.9
281.52
285.27
282.76
287.89
290.6
291.65
292.59
292.48
292.2
289.75
285.1
284.26
282.84
284.47
284.82
284.79
284.41
284.48
284.81
284.99
285.44
285.36
280.66
280.64
281.71
287.28
288.4
287.63
279.96
280.24
280.06
280.14
285.57
280.21
280.77
279.85
283.07
283.9
290.36
291.39
283.49
282.42
281.31
280.7
280.54
280.51
280.63
281.29
285.42
288.13
291.13
295.53
297.64
299.12
299.93
299.09
298.77
297.99
295.84
294.81
292.22
293.06
292.89
298.97
296.02
294.29
288.71
289.57
290.31
291.68
293.78
295.12
288.46
295.62
299.04
299.19
299.18
298.47
297.43
296.98
288.56
288.91
288.91
289.82
289.17
295.95
295.14
295.79
290.11
292.95
291.68
291.01
290.64
290.06
289.97
289.98
291.6
294.72
297.94
296.53
297.34
297.07
295.31
293.16
292.05
291.35
291.04
292.18
292.69
279.96
279.96
279.65
280.16
280.7
281.09
290.56
289.91
281.08
289.3
288.66
288.38
287.8
287.71
288.07
287.75
286.91
286.03
284.94
284.87
283.98
282.33
281.65
289.19
276.46
276.14
276.29
276.22
276.47
276.35
276.24
276.55
279.52
279.35
278.85
276.54
278.35
276.97
276.46
276.29
276.53
277.13
277.24
277.43
277.62
277.08
276.75
277.54
276.93
278.03
279.15
279.81
286.56
276.67
276.97
276.65
276.19
275.77
275.86
275.55
275.71
278.23
280.36
282.29
284.35
286.13
287.36
288.43
288.95
288.46
287.71
286.45
280.43
279.49
276.82
281.59
285.33
288.17
289.72
290.16
290.12
289.66
288.64
287.38
277.72
285.56
281.24
278.29
275.8
273.67
274.09
274.89
274.88
275.52
276.03
283.68
278.88
278.21
294.27
293.35
292.17
290.74
288.29
285.15
294.71
281.11
275.23
276.06
276.18
276.53
277.03
277.17
276.83
294.45
292.62
294.01
283.34
284.34
284.21
285.75
281.7
281.02
280.3
279.83
280.0
280.28
278.71
278.91
279.63
284.0
288.17
293.64
295.06
296.17
296.88
297.73
297.3
296.4
295.14
293.14
287.22
286.28
285.29
290.97
296.17
296.97
296.05
295.37
293.74
293.49
292.28
289.68
289.28
288.58
287.74
295.1
292.78
289.77
286.7
284.17
283.35
282.45
281.9
282.14
281.74
282.19
280.98
281.48
289.2
292.0
288.09
292.2
291.68
290.95
290.56
287.31
286.38
286.25
285.6
288.56
292.35
286.01
286.07
286.0
285.8
286.03
286.21
286.99
288.89
286.82
287.33
286.1
295.34
284.8
284.36
284.58
284.66
285.11
288.45
289.89
291.09
292.33
293.88
294.66
295.4
295.75
294.55
291.38
289.02
288.34
286.82
285.28
285.39
286.36
285.51
285.37
287.02
290.14
293.14
294.43
295.36
296.19
296.68
295.91
295.37
286.77
294.93
289.66
287.69
286.4
286.12
286.05
285.75
285.78
285.41
285.41
292.54
285.92
285.62
286.17
289.76
290.92
291.04
290.93
290.84
289.89
288.19
284.82
289.15
282.81
278.57
279.49
280.09
280.5
281.44
282.39
282.87
284.78
279.4
286.34
284.9
283.88
286.43
283.62
293.05
290.91
288.15
284.59
280.76
278.59
279.67
281.11
282.66
282.99
283.12
294.32
295.68
296.9
286.17
286.1
287.0
292.02
293.81
295.94
296.62
296.58
283.1
282.85
283.52
284.2
285.18
289.28
295.14
288.23
282.79
282.6
282.29
281.83
282.09
283.56
287.7
291.4
294.74
297.71
298.73
299.54
299.91
299.8
298.73
296.71
296.57
289.79
285.52
287.03
284.07
285.97
288.88
292.85
295.45
297.58
299.17
299.89
300.08
299.35
298.47
296.63
296.14
290.65
288.88
288.92
300.06
284.58
285.26
284.72
284.94
285.13
287.6
286.34
285.63
294.15
291.96
290.3
290.27
290.42
295.58
296.71
297.05
297.38
297.69
297.46
296.81
294.56
292.18
289.46
286.94
285.46
285.08
284.92
285.4
285.36
285.2
283.13
281.8
280.58
286.48
287.53
288.11
289.25
290.5
290.72
290.35
288.9
288.5
286.73
285.77
285.01
285.08
285.33
285.35
285.9
286.45
288.19
288.88
285.68
276.56
276.9
277.27
278.15
278.62
279.23
279.69
276.22
277.83
283.79
280.37
280.75
282.28
284.12
286.09
287.28
287.7
288.1
287.41
287.61
287.96
287.61
286.35
281.2
287.56
286.37
285.17
283.13
281.15
279.39
276.54
277.46
277.77
277.89
277.57
278.58
279.56
277.67
277.86
288.1
288.69
287.77
278.72
279.61
281.55
283.66
286.34
288.26
288.85
285.43
287.7
288.09
288.67
289.46
283.26
287.85
285.73
284.85
283.3
281.87
280.88
286.37
280.38
